week,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
40,,66.8,79.0,74.2,77.8,39.4,42.0,35.2,56.0,45.4,65.4,41.6,56.8,65.6,67.0,69.4,68.8,31.4,,80.0,73.8,61.0,61.6,62.4,67.6,38.8,43.8,56.0,76.6,49.0,
41,,,77.8,74.4,78.4,41.8,42.6,35.8,55.6,45.4,64.8,42.2,57.0,66.2,67.0,69.4,68.8,31.4,,80.0,73.4,61.4,62.4,60.6,65.6,39.8,40.4,54.4,69.4,51.8,
42,,,77.2,75.4,77.4,42.6,43.4,36.6,55.0,44.8,68.4,42.2,58.0,66.6,67.6,68.6,68.8,31.2,59.2,80.2,73.4,61.0,60.0,62.4,63.0,39.8,46.8,55.6,71.8,58.0,
43,,,77.4,74.6,77.8,42.4,43.0,35.8,52.8,44.4,65.6,41.8,49.8,66.0,67.0,69.2,69.0,31.8,61.6,80.2,73.2,60.4,60.4,67.2,65.4,38.4,43.6,53.0,73.2,56.2,
44,,,76.6,76.2,,,,,53.0,45.2,,,,65.6,,,,,,,73.0,60.4,63.2,65.2,62.0,39.8,39.4,52.2,72.6,49.0,
45,,,,,,,,,,,,,,,,,,,,,73.0,59.8,64.0,64.2,65.6,40.4,42.4,53.4,69.8,46.0,
46,,,,,,,,,,,,,,,,,,,,,,,62.2,63.2,61.0,42.0,46.8,57.4,74.6,41.6,
47,,,,,,,,,,,,,,,,,,,,,,,61.4,65.0,65.0,42.2,45.2,61.8,70.2,38.6,
48,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,,45.2,67.3,,
