week,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
37,70.2,68.0,76.2,71.4,77.2,44.0,67.4,31.2,49.6,65.2,56.2,54.8,68.2,60.8,68.4,63.8,57.2,30.8,51.8,64.6,70.4,71.6,72.0,52.0,72.0,46.2,60.0,55.2,67.6,67.4,
38,70.4,70.2,75.2,69.4,76.4,47.2,65.4,36.4,55.4,63.0,56.2,55.6,67.4,60.4,67.4,61.2,55.8,32.0,53.8,64.4,70.0,71.6,71.8,49.8,71.2,49.0,61.2,53.4,70.8,62.8,
39,72.6,73.0,76.8,70.6,74.8,49.6,64.4,34.6,48.8,61.8,57.0,56.4,66.2,60.8,68.0,62.8,57.0,31.2,51.6,64.4,69.2,71.2,72.2,48.8,71.6,47.4,59.0,59.6,74.0,55.0,
40,70.8,71.8,73.4,71.8,75.0,47.0,65.2,36.4,47.6,61.4,58.2,54.8,66.2,60.0,68.0,69.4,60.6,31.8,,64.4,69.6,70.0,71.0,45.6,71.0,46.6,58.6,59.0,74.0,62.6,
41,71.6,69.8,74.8,70.2,73.8,45.2,62.0,36.2,54.8,62.0,60.0,55.4,65.6,58.6,69.4,64.6,53.4,32.0,,65.4,68.2,69.4,76.2,49.0,72.2,42.6,54.2,57.6,72.8,56.0,
42,69.6,71.8,75.6,67.6,72.4,44.6,61.0,32.2,53.6,61.0,58.4,57.2,65.8,60.2,67.6,61.8,,31.0,59.6,64.6,67.6,69.2,74.8,49.8,71.8,41.2,53.6,58.4,72.8,62.6,
43,69.4,72.2,70.2,67.2,73.4,51.0,58.2,33.2,44.6,63.8,63.6,58.4,65.6,59.0,68.8,60.8,57.2,32.8,55.8,64.2,67.8,67.2,70.6,48.2,68.8,40.4,58.4,57.6,75.4,62.2,
44,65.8,,65.0,68.8,,,,,47.2,60.4,,,,60.6,,,,,,64.2,67.6,66.6,70.2,46.4,67.4,39.6,55.8,58.0,74.4,56.0,
45,,,,,,,,,,,,,,,,,,,,64.0,67.4,65.8,71.0,50.4,67.4,38.4,56.6,60.8,76.6,56.0,
46,,,,,,,,,,,,,,,,,,,,64.6,68.0,65.6,73.0,52.2,70.6,40.6,56.2,57.8,73.0,56.8,
47,,,,,,,,,,,,,,,,,,,,64.6,67.2,64.8,71.0,53.2,71.0,40.6,56.0,57.2,70.2,55.6,
48,,,,,,,,,,,,,,,,,,,,,67.2,,,,,41.2,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,58.4,65.6,,
